csd_code,q,Stoichiometry,num_atoms,ligands_list,tm_oxs,ligands_q_list,reduction_pot
BEMNUG,0,C14H18FeN8O10S4,55,"['O', 'O', 'O', 'O', 'O=S(=O)([O-])c1ccc(C=Nn2cnnc2)s1', 'O=S(=O)([O-])c1ccc(C=Nn2cnnc2)s1']",2,"[0, 0, 0, 0, -1, -1]",0.7782685020636613
XUGGIS,0,C20H24FeN6Se2,53,"['[N-]=C=[Se]', '[N-]=C=[Se]', 'c1ccc(CNC2CCCCC2NCc2ccccn2)nc1']",2,"[-1, -1, 0]",-0.12179627123708964
PEWZEA,0,C20H28B2FeN10S2,63,"['C1CN=C(C2=NCCCS2)SC1', '[BH2-](n1cccn1)n1cccn1', '[BH2-](n1cccn1)n1cccn1']",2,"[0, -1, -1]",0.034415254644576454
XURVEM,0,C21H32Br2FeN4,60,"['CC(C)(C)NC=C1C=CC(C(C)(C)C2=NC(=CNC(C)(C)C)C=C2)=N1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.23315190123898938
NEFSAU,1,C25H21FeNO2P(1+),51,"['[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(Cc2ccccn2)c2ccccc2)cc1']",2,"[0, 0, -1, 0]",1.7185683987479805
MUQHOY,0,C26H18Br2FeN6S2,55,"['Brc1ccc(N=Cc2ccccn2)cc1', 'Brc1ccc(N=Cc2ccccn2)cc1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, -1, -1]",0.44136318041842043
MIPMAB,0,C18H28F6FeN4O6S2,65,"['Cc1cc(C)nc(CN2CCN(C)CCN(C)CC2)c1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.24392860516319886
XITVOP,0,C24H28FeN10,63,"['Cc1ccncc1', 'Cc1ccncc1', 'Cc1ccncc1', 'Cc1ccncc1', 'N#[N+][N-2]', 'N#[N+][N-2]']",2,"[0, 0, 0, 0, -1, -1]",0.2501186175545172
AZAMOG,1,C24H29BFeN9O3(1+),67,['CC(=NO[B-](ON=C(C)c1nccn1C)(ON=C(C)c1nccn1C)c1ccccc1)c1nccn1C'],2,[-1],0.5983050353944701
QUJDOR,0,C24H34FeN2O8,69,"['CCO', 'CCO', 'CCOC(=O)C(C=Nc1ccccc1N=CC(C(=O)OCC)=C(C)[O-])=C(C)[O-]']",2,"[0, 0, -2]",0.2149701067009236
UPINEP,0,C25H31FeNO3P2,63,"['CC(C)c1cccc(C(C)C)c1-n1c(C(C)(C)C)p[p-]c1=O', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.1604421669853318
NICKAP,0,C30H26FeN4O4,65,"['CC(=O)C(C=Nc1cccc2cccnc12)=C(C)[O-]', 'CC(=O)C(C=Nc1cccc2cccnc12)=C(C)[O-]']",2,"[-1, -1]",0.10250503610221068
GUFQAA,0,C20H16F6FeN2O8S2,55,"['O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F', 'c1ccc(COc2ccccc2OCc2ccccn2)nc1']",2,"[-1, -1, 0]",1.3023767808557076
EJUBAP,1,C31H27FeOP2(1+),62,"['[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1']",2,"[0, -1, 0]",1.4589311052159732
WUCSIZ,0,C22H16FeN14S2,55,"['[N-]=C=S', '[N-]=C=S', 'c1cnn(-c2cc(-n3cccn3)ncn2)c1', 'c1cnn(-c2cc(-n3cccn3)ncn2)c1']",2,"[-1, -1, 0, 0]",0.4040277435928788
OKEYEL,0,C20H30FeN2O4Si2,59,"['CN1[C]N(C)C=C1', 'C[Si](C)(C)[c-]1c2c([c-]([Si](C)(C)C)c1=O)COC2', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, -2, 0, 0]",1.5912466207263456
HOGMUP,1,C24H22FeN3O3(1+),53,"['CN1CCN(C)c2c1c(-c1ccccc1)c(N)[c-]2-c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, 0, 0, 0]",0.10763588861671708
SAKVOT,0,C34H26FeN4O4,69,"['Cc1cccc2c1[N-]C(=Cc1nc3c(C)cccc3o1)O2', 'Cc1cccc2c1[N-]C(=Cc1nc3c(C)cccc3o1)O2']",2,"[-1, -1]",-0.43854020844435143
ULITUH,0,C29H22BrF5FeN4,62,"['CC1(C)N=CC2=NC(=C(c3c(F)c(F)c(F)c(F)c3F)c3ccc([n-]3)C=NC(C)(C)c3cccc1c3)C=C2', '[Br-]']",2,"[-1, -1]",0.2063484669750329
AMIYIH,0,C26H20Br2FeNP,51,"['Cc1cc(P(c2ccccc2)c2ccccc2)c2ncc3ccccc3c2c1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.15107392099442746
CUWJAG,0,C21H30FeN2O,55,"['CC1=C(C)N(C)[C]N1C', 'Cc1c(C)c(C)[c-](C)c1C', '[c-]1ccco1']",2,"[0, -1, -1]",-0.7735287549151721
HUGFAT,0,C17H39ClFeP4,62,"['CP(C)CCP(C)C', 'CP(C)CCP(C)C', '[C-]#CCCC', '[Cl-]']",2,"[0, 0, -1, -1]",-0.21864312425786564
JOKSEL,1,C22H25F3FeN5O4S(1+),61,"['CN(CCN(Cc1ccccn1)Cc1cccc(O)n1)Cc1ccccn1', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1]",0.4030626728295415
EFAJUU,0,C30H24FeN10S2Se2,69,"['C[n+]1nn(-c2ccccn2)c([S-])c1-c1ccccc1', 'C[n+]1nn(-c2ccccn2)c([S-])c1-c1ccccc1', '[N-]=C=[Se]', '[N-]=C=[Se]']",2,"[0, 0, -1, -1]",-0.00040105962810893514
VAMBIY,0,C26H30FeN4O2,63,"['C1CCOC1', 'C1CCOC1', 'c1ccc(-c2ccc[n-]2)nc1', 'c1ccc(-c2ccc[n-]2)nc1']",2,"[0, 0, -1, -1]",0.13112965549269245
LANMOG,0,C24H28Cl2FeN2,57,"['CC(C)C1Cc2ccccc2C(C2=NC(C(C)C)Cc3ccccc32)=N1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.4362234210694485
RABSAS,0,C22H40FeI2N4,69,"['CC(C)(C)n1[c-]c[n+](C(C)(C)C)c1', 'CC(C)(C)n1[c-]c[n+](C(C)(C)C)c1', '[I-]', '[I-]']",2,"[0, 0, -1, -1]",-0.9613312242788148
OXIZIH,0,C16H38FeN4O4,63,"['CC(C)(C)C(=O)[O-]', 'CC(C)(C)C(=O)[O-]', 'NCCCN', 'NCCCN']",2,"[-1, -1, 0, 0]",-0.21000815243192078
WAFVUY,1,C27H26ClFeN6O(1+),62,"['Cn1ccc(=NC(=O)c2ccccn2)cc1', '[Cl-]', 'c1ccncc1', 'c1ccncc1', 'c1ccncc1']",2,"[0, -1, 0, 0, 0]",0.15641809082208696
IQIGEU,0,C20H42FeN4,67,"['CC(=NC(C)(C)C)[N-]C(C)(C)C', 'CC(=NC(C)(C)C)[N-]C(C)(C)C']",2,"[-1, -1]",-0.5576066122827126
XOSMIE,0,C24H16Br2FeN8,51,"['N#Cc1cccnc1', 'N#Cc1cccnc1', 'N#Cc1cccnc1', 'N#Cc1cccnc1', '[Br-]', '[Br-]']",2,"[0, 0, 0, 0, -1, -1]",0.38149689533327164
HABTEN,0,C25H22FFeNO2,52,"['Cc1cccc(C)c1N(C)[C-]=CC(=C=O)c1ccc(F)cc1', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",0.0008354374807655884
QAXMEL,0,C20H31ClFeP2,55,"['C=CP(C=C)CCP(C=C)C=C', 'Cc1c(C)c(C)[c-](C)c1C', '[Cl-]']",2,"[0, -1, -1]",-0.32543181790506565
BOSKUS,0,C31H33FeO2P,68,"['CCCCCC[C-]=O', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.6881605593417868
DEPZOR,0,C32H18Cl4FeN12,67,"['Clc1cc(Cl)cc(-c2n[n-]c(-c3cccc(-n4cccn4)n3)n2)c1', 'Clc1cc(Cl)cc(-c2n[n-]c(-c3cccc(-n4cccn4)n3)n2)c1']",2,"[-1, -1]",0.38464263737905197
TICLOJ,0,C16H28FeN2O4,51,"['COCCN=C(C)C=C(C)[O-]', 'COCCN=C(C)C=C(C)[O-]']",2,"[-1, -1]",-0.05801678485858747
SAPQIK,0,C20H28FeN2O4P2S4,61,"['CCOP(=S)([S-])OCC', 'CCOP(=S)([S-])OCC', 'c1cnc2c(c1)ccc1cccnc12']",2,"[-1, -1, 0]",0.1430803823423979
PAGMIX,0,C28H28Cl2FeN4,63,"['C=Cc1ccncc1', 'C=Cc1ccncc1', 'C=Cc1ccncc1', 'C=Cc1ccncc1', '[Cl-]', '[Cl-]']",2,"[0, 0, 0, 0, -1, -1]",0.15021279784080016
UTAVIX,0,C24H26FeN8O6,65,"['CCOC(=O)C(C=NC(C#N)=C(C#N)N=CC(C(=O)OCC)=C(C)[O-])=C(C)[O-]', 'c1c[nH]cn1', 'c1c[nH]cn1']",2,"[-2, 0, 0]",0.16305526050136782
GOPXUH,1,C20H20FeN8O2P(1+),52,"['O=C=[P-]', '[C-]#[O+]', '[C]1N2C=CN1CN1[C]N(C=C1)CCN1[C]N(C=C1)CN1[C]N(C=C1)CC2']",2,"[-1, 0, 0]",0.5178965348276978
HAHXIB,1,C23H26BrFeO3(1+),54,"['C=C=CCCOc1ccc(Br)cc1', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, -1, 0, 0]",1.7041805649539874
JUYSAA,0,C21H24Cl2FFeN2P,52,"['Cc1cccc(-c2ccc3c(F)ccc(P(C(C)C)C(C)C)c3n2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.031723519089540464
XUNFAP,0,C26H18F12FeN4O,62,"['C1CCOC1', 'FC(F)(F)C1=CC(C(F)(F)F)=NC1=C1C=CC=C[N-]1', 'FC(F)(F)C1=CC(C(F)(F)F)=NC1=C1C=CC=C[N-]1']",2,"[0, -1, -1]",0.24135832088458714
JUYSEE,0,C27H32Cl2FFeN2P,66,"['Cc1cccc(-c2ccc3c(F)ccc(P(C4CCCCC4)C4CCCCC4)c3n2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.08528156204525567
ZIMWEB,0,C26H36Br2FeP2,67,"['CC(C)P(c1ccccc1C1=C=c2ccccc2=P1(C(C)C)C(C)C)C(C)C', '[Br-]', '[Br-]']",2,"[0, -1, -1]",-0.38953922461081286
COHDEM,0,C29H29FeN3O2S,65,"['Cc1cc(C=O)c([O-])c(CN(Cc2ccccn2)Cc2ccccn2)c1', 'Cc1cccc(C)c1[S-]']",2,"[-1, -1]",0.038269973101176025
TOCPEK,0,C24H27Cl2FeN2P,57,"['Cc1ccc2c(n1)C(NCCP(c1ccccc1)c1ccccc1)CCC2', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.11648962336081309
VANYOC,0,C28H32FeN2OP2,66,"['CP(C)C', 'CP(C)C', '[O-]c1ccccc1-c1cccc(-c2[c-]c(-c3ccccn3)ccc2)n1']",2,"[0, 0, -2]",-0.3599395866179506
VAVMOV,0,C18H22F6FeN4O6S2,59,"['CN(C)CCN(Cc1ccccn1)Cc1ccccn1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.3965519984345239
KEVLII,0,C12H24Cl2FeN8O4,51,"['CO', 'CO', 'NC(=O)CCn1cncn1', 'NC(=O)CCn1cncn1', '[Cl-]', '[Cl-]']",2,"[0, 0, 0, 0, -1, -1]",0.3639555761449252
XIPJEP,1,C16H27BrFeN7O3(1+),55,"['CC(=NNC(=O)N(C)C)c1cccc(C(C)=NNC(=O)N(C)C)n1', 'CO', '[Br-]']",2,"[0, 0, -1]",0.6122268785603697
XUFPOG,0,C28H26FeN4O4S2,65,"['CO', 'CO', 'O=C(c1ccccc1)c1ccncc1', 'O=C(c1ccccc1)c1ccncc1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.677577802913025
NAHGOW,0,C18H36Cl2FeN2,59,"['CCC(C)(CC)C(C)N=CC=NC(C)C(C)(CC)CC', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.48434872857318717
SAXBAX,0,C23H39ClFeN2P2,68,"['CC(C)P(Cc1ccc(CP(C(C)C)C(C)C)[n-]1)C(C)C', '[Cl-]', 'c1ccncc1']",2,"[-1, -1, 0]",0.12890091221122174
OXUQEG,0,C24H20FeN6S4,55,"['[N-]=C=S', '[N-]=C=S', 'c1ccc(CSCc2nc3ccccc3nc2CSCc2ccccn2)nc1']",2,"[-1, -1, 0]",0.4800586981010147
ZOMJOE,0,C16H28Cl2FeN6,53,"['CN(C)C(=Nc1ccccc1N=C(N(C)C)N(C)C)N(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.21716240207510146
JOKSOV,1,C21H26FeN5O2(1+),55,"['CN(CCN(Cc1ccccn1)Cc1cccc(=O)[n-]1)Cc1ccccn1', 'O']",2,"[-1, 0]",0.22678243795286585
FOGVIH,0,C18H18F12FeO6,55,"['C1CCOC1', 'C1CCOC1', 'O=C(C=C([O-])C(F)(F)F)C(F)(F)F', 'O=C(C=C([O-])C(F)(F)F)C(F)(F)F']",2,"[0, 0, -1, -1]",0.9045197316981051
KINDEU,0,C23H26FeN4O6,60,"['CCOC(=O)C(C=Nc1ccccc1N=CC(C(=O)OCC)=C(C)[O-])=C(C)[O-]', 'c1c[nH]cn1']",2,"[-2, 0]",0.06932193337610287
EFAKEF,0,C30H24FeN10S4,69,"['C[n+]1nn(-c2ccccn2)c([S-])c1-c1ccccc1', 'C[n+]1nn(-c2ccccn2)c([S-])c1-c1ccccc1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, -1, -1]",-0.14238473280813418
DALPEO,0,C30H34FeN4,69,"['Cc1cc(C)c([N-]Cc2ccccn2)c(C)c1', 'Cc1cc(C)c([N-]Cc2ccccn2)c(C)c1']",2,"[-1, -1]",-0.9992945286247352
BAPXID,1,C28H28FeN3O3(1+),63,"['CN1CCN(C)c2c1c(-c1ccccc1)c(N1CCCC1)[c-]2-c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, 0, 0, 0]",0.6729853925742331
HIVNIN,0,C21H23ClFeN6,52,"['C1=CC(=C[N-]C2CC(N=Cc3ccc[nH]3)CC(N=Cc3ccc[nH]3)C2)N=C1', '[Cl-]']",2,"[-1, -1]",-0.23559569186522838
DUBFOY,0,C18H28B2FeN6,55,"['CN(CCN(C)Cc1ccccn1)Cc1ccccn1', '[BH3-]C#N', '[BH3-]C#N']",2,"[0, -1, -1]",0.3980587214037364
JETZAN,0,C24H22B2Cl2FeN6O8S4,69,['COc1ccc([B-]23ON=C(Cl)C(Cl)=NO[B-](c4ccc(OC)cc4)(ON=C4SCCSC4=NO2)ON=C2SCCSC2=NO3)cc1'],2,[-2],0.9231100121456393
PEWZIE,0,C18H24B2FeN10S2,57,"['C1CSC(C2=NCCS2)=N1', '[BH2-](n1cccn1)n1cccn1', '[BH2-](n1cccn1)n1cccn1']",2,"[0, -1, -1]",0.1833234810688527
HUBKOH,0,C29H27Br2FeN7O2,68,"['Cc1c(N=Cc2cccc(C=Nc3c(C)n(C)n(-c4ccccc4)c3=O)n2)c(=O)n(-c2ccccc2)n1C', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.4618378694427577
GUSCOP,1,C31H30FeN3(1+),65,"['Cc1c(C)c(C)[c-](C)c1C', 'N#Cc1ccccc1', 'N#Cc1ccccc1', 'N#Cc1ccccc1']",2,"[-1, 0, 0, 0]",0.2831821321358497
KEKVIF,0,C26H16FeN6S2,51,"['[N-]=C=S', '[N-]=C=S', 'c1cnc2c(c1)ccc1cccnc12', 'c1cnc2c(c1)ccc1cccnc12']",2,"[-1, -1, 0, 0]",0.37396199511396927
FUVLOA,0,C28H33FeO2P,65,"['CCCCCC[C-]=O', '[C-]#[O+]', 'c1ccc(P(CCCc2ccc[cH-]2)c2ccccc2)cc1']",2,"[-1, 0, -1]",0.4962880893843334
JUNFAC,0,C19H16F6FeN2O6S4,54,"['O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F', 'c1cc2ccc3ccc4nc3c2nc1CSCCCSC4']",2,"[-1, -1, 0]",0.910466162778724
WUCSEV,0,C22H16FeN14S2,55,"['[N-]=C=S', '[N-]=C=S', 'c1cnn(-c2cc(-n3cccn3)ncn2)c1', 'c1cnn(-c2cc(-n3cccn3)ncn2)c1']",2,"[-1, -1, 0, 0]",0.43263796050202236
NUCVOZ,-1,C23H29FeN4O2(1-),59,"['CC(=CC(C)=Nc1c(C)cc(C)cc1C)[N-]c1c(C)cc(C)cc1C', '[N-]=O', '[N-]=O']",2,"[-1, -1, -1]",0.45250260750479293
YOHZUQ,0,C18H26FeO8,53,"['CO', 'CO', 'CO', 'CO', 'O=C([O-])c1ccccc1', 'O=C([O-])c1ccccc1']",2,"[0, 0, 0, 0, -1, -1]",1.1875489830810595
QEHTEG,0,C24H36Br2FeNP,65,"['CC(C)c1cccc(C(C)C)c1-c1cccc(CP(C(C)C)C(C)C)n1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.23228146990122395
DOSQOS,1,C24H27ClFeN7OS2(1+),63,"['CC(=NNC(=S)Nc1ccccc1)c1cccc(C(C)=NNC(=S)Nc2ccccc2)n1', 'CO', '[Cl-]']",2,"[0, 0, -1]",0.43473179839592363
KECKAI,0,C30H30FeP2,63,"['Cc1c(C)c(C)[c-](C)c1C', 'c1ccc(P(c2ccccc2)[c-]2pcc3ccccc32)cc1']",2,"[-1, -1]",0.31132808186688604
ILOMED,0,C18H33FeN3O2Si2,59,"['COc1ccnc(CN=C(C)C=C(C)[O-])c1', 'C[Si](C)(C)[N-][Si](C)(C)C']",2,"[-1, -1]",-0.44457386688807093
KINDAQ,0,C22H30FeN2O8,63,"['CCOC(=O)C(C=Nc1ccccc1N=CC(C(=O)OCC)=C(C)[O-])=C(C)[O-]', 'CO', 'CO']",2,"[-2, 0, 0]",0.09251847093645332
SAKTIL,0,C34H26FeN4O4,69,"['Cc1cccc2c1[N-]C(=Cc1nc3c(C)cccc3o1)O2', 'Cc1cccc2c1[N-]C(=Cc1nc3c(C)cccc3o1)O2']",2,"[-1, -1]",-0.07458435099408617
EREHAK,0,C16H31FeN5O2P2,57,"['COP1N(C)CCN1C', 'COP1N(C)CCN1C', '[C-]#N', 'c1cc[cH-]c1']",2,"[0, 0, -1, -1]",0.8839939755127968
FILDIR,0,C23H35Cl2FeN7,68,"['CN(C)C(=Nc1ccccc1N(C)c1ccccc1N=C(N(C)C)N(C)C)N(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.0925290976060717
WAKMOO,1,C25H28FeN5S(1+),60,"['Cc1cc(C)c([S-])c(C)c1', 'c1ccc(CN(Cc2ccccn2)Cc2c[nH]cn2)nc1']",2,"[-1, 0]",-0.12879844021649073
NICSOL,0,C30H20F6FeN4O4,65,"['CC([O-])=C(C=Nc1cccc2cccnc12)C(=O)C(F)(F)F', 'CC([O-])=C(C=Nc1cccc2cccnc12)C(=O)C(F)(F)F']",2,"[-1, -1]",0.2647515689347733
DEDLUV,0,C18H24FeN10S2,55,"['Cn1ccnc1', 'Cn1ccnc1', 'Cn1ccnc1', 'Cn1ccnc1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.15250815388229172
VEJDIA,1,C28H34FeN5(1+),68,"['Cc1c(C)c(C)[c-](C)c1C', 'Cc1cc(C)c(N2[C]N(Cc3ccccn3)C=C2)c(C)c1', 'N#N']",2,"[-1, 0, 0]",0.7540670539258476
ZUHJOD,0,C25H28FeO2Si,57,"['Cc1c(C)c(C)[c-](C)c1C', '[C-]#Cc1ccc(C#C[Si](C)(C)C)cc1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",-0.0009508412870282146
KIRFOG,1,C17H41FeP4(1+),63,"['CP(C)CCP(C)C', 'CP(C)CCP(C)C', 'C[C-]=C(C)C']",2,"[0, 0, -1]",0.33543704940824687
LINRIK,1,C27H29BrFeN5(1+),63,"['[Br-]', 'c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1']",2,"[-1, 0]",0.05528457166744599
JIMXIN,0,C26H30Cl2FeN2,61,"['Cc1cccc(C)c1-c1cccc(C=Nc2c(C(C)C)cccc2C(C)C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.30315906069988313
ZELDEB,0,C17H31Cl3FeN4OP2,59,"['CC(C)P(Nc1cc(Cl)nc(NP(C(C)C)C(C)C)n1)C(C)C', '[C-]#[O+]', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.8552808633334246
BUWROA,0,C27H26FeO2Si2,58,"['C[Si-](C)[Si](c1ccccc1)(c1ccccc1)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.2832509438566564
VEHGAR,0,C34H29FeNP2,67,"['[C-]#CC#N', 'c1cc[cH-]c1', 'c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1']",2,"[-1, -1, 0]",0.7651835813121532
ZIZHOI,0,C20H32Br2FeP4,59,"['CP(C)c1ccccc1P(C)C', 'CP(C)c1ccccc1P(C)C', '[Br-]', '[Br-]']",2,"[0, 0, -1, -1]",0.1510785277174847
VEVQOF,0,C22H35Br2FeNOP2,64,"['CP(Cc1cccc(CP(C)C2CCCCC2)n1)C1CCCCC1', '[Br-]', '[Br-]', '[C-]#[O+]']",2,"[0, -1, -1, 0]",0.513402412813339
CUXBIG,0,C33H29FeO3P,67,"['O=[C-]CC(O)c1ccccc1', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.8180468043363056
PEWHAC,1,C18H27FeN8S(1+),55,"['Cc1nc(C=NCCCN(C)CCCN=Cc2c[nH]c(C)n2)c[nH]1', '[N-]=C=S']",2,"[0, -1]",-0.1111885381230941
WIYGIW,0,C18H35FeOP3,58,"['C=C[CH-]c1ccccc1[O-]', 'CP(C)C', 'CP(C)C', 'CP(C)C']",2,"[-2, 0, 0, 0]",-0.1620542722201332
ECOSOH,0,C19H35Cl2FeNP2,60,"['Cc1cccc(C(P(C(C)C)C(C)C)P(C(C)C)C(C)C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.38298453408477934
ZAGXEN,0,C23H24FeN6S2,56,"['[N-]=C=S', '[N-]=C=S', 'c1ccc(CCN(CCc2ccccn2)CCc2ccccn2)nc1']",2,"[-1, -1, 0]",0.22485335928387046
OTULAR,0,C22H20FeO6S2,51,"['CC([O-])=C1Sc2ccccc2C1=O', 'CC([O-])=C1Sc2ccccc2C1=O', 'OCCO']",2,"[-1, -1, 0]",0.5991308476966102
FIKKEQ,1,C25H29FeN4O2(1+),61,"['O=C([O-])c1ccccc1', 'c1ccc(CN2CCCN(Cc3ccccn3)CCC2)nc1']",2,"[-1, 0]",0.35658735149188364
FUXJEN,1,C33H28FeO4P(1+),67,"['CC#Cc1ccccc1', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1']",2,"[0, 0, -1, 0]",0.8265511483895238
FOHFIT,1,C22H27FeN2O2(1+),54,"['CCCCN1[C]N(CCCC)c2ccccc21', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.7475742343213774
IYAMUR,0,C12H32Cl2FeO8P4,59,"['OCP(CO)CCP(CO)CO', 'OCP(CO)CCP(CO)CO', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.3155442733050567
VOYDAQ,0,C20H10F10FeN6O4P6,57,"['O=c1[c-](P2(F)=NP(F)(F)=NP(F)(F)=N2)c(-c2ccccc2)c(-c2ccccc2)[c-]1P1(F)=NP(F)(F)=NP(F)(F)=N1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",0.750976262062603
YEFFUM,0,C18H28F6FeN4O6S2,65,"['CN1CCCN(C)Cc2cccc(n2)CN(C)CCC1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.4932378635858237
NEYWUM,0,C25H18FeN6O,51,"['C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[n-]5)C=C4)[n-]3', 'Cn1ccnc1', '[C-]#[O+]']",2,"[-2, 0, 0]",0.9123503626744867
WIWBEK,0,C20H20FeN2O8,51,"['O', 'O', 'O', 'O', 'O=C([O-])c1ccc2ncccc2c1', 'O=C([O-])c1ccc2ncccc2c1']",2,"[0, 0, 0, 0, -1, -1]",1.307394942292208
JIZTIW,0,C23H21Cl2F2FeN3,52,"['CC(=Nc1c(C)cccc1F)c1cccc(C(C)=Nc2c(C)cccc2F)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.23499836837546156
VISVEA,0,C27H35Cl3FeN2O,69,"['CC(C)(C)C1=NC(=C(c2ccc(C(C)(C)C)[n-]2)c2c(Cl)cccc2Cl)C=C1', 'CCOCC', '[Cl-]']",2,"[-1, 0, -1]",0.44715425425584493
MEFFOS,0,C23H26FeO13,63,"['CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C([C-]=O)OC(C)=O', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.3536916964863968
TEDGOY,0,C28H23FeOP,54,"['O=C=C=[C-]c1ccccc1', 'c1ccc(P(CC[c-]2cccc2)c2ccccc2)cc1']",2,"[-1, -1]",-0.017015743205267053
OZIREV,0,C20H38FeN4,63,"['CCN1[C]N(CC)C(C)=C1C', 'CCN1[C]N(CC)C(C)=C1C', '[CH3-]', '[CH3-]']",2,"[0, 0, -1, -1]",-1.244738358813485
HEVLEA,0,C21H33BCl2FeN6S3,67,"['CC(C)(C)n1ccn([B-](Cl)(n2ccn(C(C)(C)C)c2=S)n2ccn(C(C)(C)C)c2=S)c1=S', '[Cl-]']",2,"[-1, -1]",-0.25678151657497955
YAKCAR,0,C23H35ClF2FeNO2P3,68,"['CP(C)C', 'CP(C)C', 'CP(C)C', 'N=C(c1[c-]cc(Cl)cc1)c1c(F)cccc1F', 'O=C[O-]']",2,"[0, 0, 0, -1, -1]",-0.18236071468021836
MOHXUC,0,C17H34FeO7P2,61,"['COP(OC)OC', 'COP(OC)OC', '[C-]#[O+]', '[CH2-]C1CC=C(C)[CH-]C1(C)C']",2,"[0, 0, 0, -2]",1.076814383896372
HOLSIN,0,C26H26FeN6S2,61,"['CN(CCN(C)Cc1ccc2ccccc2n1)Cc1ccc2ccccc2n1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.2323567667821596
HOBPEU,0,C24H25Cl2FeN3,55,"['CC(=Nc1ccccc1)c1cccc(C(C)=Nc2c(C)cc(C)cc2C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.37375872215979006
XUJFUE,0,C17H31Cl2FeN3S,55,"['CC(C)N1CCN(Cc2cccs2)CCN(C(C)C)CC1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.14762557144348226
